metric_name,ai_visibility_overall_score,score_scale,queries_count,window_start_utc,window_end_utc,models,model_owners,model_owner_map,web_search_enabled,total_prompt_tokens,total_completion_tokens,total_tokens,total_duration_ms,model_stats_json,run_month,run_id
AI Visibility Overall,30.72,0-100,6,2026-03-01T08:02:33.455728+00:00,2026-03-01T08:52:42.141316+00:00,gpt-4o-mini,OpenAI,gpt-4o-mini=>OpenAI,yes,6177,5239,11416,715132,"[{""model"":""gpt-4o-mini"",""owner"":""OpenAI"",""response_count"":18,""error_count"":0,""total_prompt_tokens"":6177,""total_completion_tokens"":5239,""total_tokens"":11416,""total_duration_ms"":715132,""avg_duration_ms"":39729.56,""avg_total_tokens"":634.22}]",2026-03,536c9425-b75a-47e5-8f62-dc57f2ba3e19
